25,8,464.44,211.89,23.723,66.738,-1,-1,-1,-1
26,8,464.37,213.69,23.929,64.794,-1,-1,-1,-1
27,8,464.6,213.61,23.927,64.916,-1,-1,-1,-1
28,8,464.72,213.46,23.866,66.814,-1,-1,-1,-1
29,8,463.75,211.76,26.067,67.37,-1,-1,-1,-1
30,8,468.87,211.69,21.601,65.298,-1,-1,-1,-1
31,8,465.67,210.84,24.031,66.28,-1,-1,-1,-1
32,8,465.86,210.88,23.994,66.405,-1,-1,-1,-1
33,8,468.08,209.91,25.858,69.244,-1,-1,-1,-1
34,8,469.72,211.61,23.642,68.681,-1,-1,-1,-1
35,8,468.47,211.64,26.034,69.329,-1,-1,-1,-1
36,8,469.42,213.5,23.745,66.938,-1,-1,-1,-1
37,8,468.32,211.6,26.081,69.458,-1,-1,-1,-1
38,8,468.98,211.59,23.52,66.916,-1,-1,-1,-1
39,8,468.12,209.78,25.895,69.242,-1,-1,-1,-1
40,8,469.4,209.05,23.789,68.357,-1,-1,-1,-1
41,8,469.34,209.03,23.745,66.595,-1,-1,-1,-1
42,8,470.14,209.12,23.873,66.231,-1,-1,-1,-1
43,8,470.14,209.12,23.873,66.231,-1,-1,-1,-1
44,8,472.81,208.97,23.858,66.656,-1,-1,-1,-1
45,8,472.75,207.01,26.109,66.849,-1,-1,-1,-1
46,8,473.69,204.62,23.806,68.175,-1,-1,-1,-1
47,8,474.44,204.37,23.628,68.328,-1,-1,-1,-1
48,8,474.55,204.43,23.68,68.256,-1,-1,-1,-1
49,8,474.83,200.96,27.935,74.173,-1,-1,-1,-1
50,8,475.23,201.06,27.911,71.65,-1,-1,-1,-1
51,8,478.42,201.85,25.623,70.858,-1,-1,-1,-1
52,8,479.16,204.45,23.683,68.202,-1,-1,-1,-1
53,8,481.14,203.23,22.12,67.144,-1,-1,-1,-1
54,8,482.63,204.42,23.685,68.211,-1,-1,-1,-1
55,8,482.86,202.69,23.869,70.237,-1,-1,-1,-1
56,8,481.03,194.96,27.099,78.391,-1,-1,-1,-1
57,8,482.39,201.99,25.823,68.924,-1,-1,-1,-1
58,8,483.76,194.25,24.885,77.266,-1,-1,-1,-1
59,8,483.89,196.97,24.754,79.346,-1,-1,-1,-1
60,8,483.83,204.42,23.661,69.813,-1,-1,-1,-1
61,8,487.45,207.06,23.293,70.073,-1,-1,-1,-1
62,8,487.75,207.05,23.412,69.913,-1,-1,-1,-1
63,8,488.4,208.93,23.546,69.686,-1,-1,-1,-1
65,8,494.09,207.19,23.22,71.415,-1,-1,-1,-1
66,8,493.26,209.67,25.29,71.532,-1,-1,-1,-1
67,8,492.94,206.11,30.19,92.973,-1,-1,-1,-1
68,8,493.35,208.35,30.919,92.321,-1,-1,-1,-1
69,8,495.39,203.33,31.975,100.53,-1,-1,-1,-1
70,8,494.76,200.46,34.621,104.53,-1,-1,-1,-1
71,8,492.57,193.04,38.884,110.76,-1,-1,-1,-1
72,8,492.46,193.46,39.691,110.44,-1,-1,-1,-1
74,8,498.73,193.25,39.185,110.35,-1,-1,-1,-1
75,8,507.49,190.13,32.974,109.78,-1,-1,-1,-1
76,8,506.76,189.92,38.765,114.12,-1,-1,-1,-1
77,8,509.79,194.37,43.096,112.62,-1,-1,-1,-1
78,8,510.14,190.99,42.382,116,-1,-1,-1,-1
79,8,512.09,168,47.718,140.15,-1,-1,-1,-1
80,8,511.24,165.37,33.44,112.6,-1,-1,-1,-1
81,8,514.32,194.54,29.457,85.646,-1,-1,-1,-1
82,8,517.08,204.1,27.418,75.847,-1,-1,-1,-1
83,8,518.13,207.61,25.114,74.843,-1,-1,-1,-1
84,8,519.2,207.57,24.978,74.815,-1,-1,-1,-1
85,8,518.9,209.21,27.34,75.56,-1,-1,-1,-1
86,8,520.37,209.88,29.745,77.167,-1,-1,-1,-1
87,8,524.16,212.11,27.19,78.436,-1,-1,-1,-1
88,8,523.94,200.3,31.168,89.697,-1,-1,-1,-1
89,8,528.94,212.04,26.911,78.6,-1,-1,-1,-1
90,8,527.17,198.24,33.816,93.163,-1,-1,-1,-1
91,8,533.81,209.11,27.021,77.669,-1,-1,-1,-1
92,8,534.16,206.97,26.868,80.081,-1,-1,-1,-1
93,8,534.41,207.07,26.915,77.875,-1,-1,-1,-1
94,8,533.29,192.11,33.889,92.982,-1,-1,-1,-1
95,8,540.33,202,26.894,79.739,-1,-1,-1,-1
108,22,550.2,199.51,28.661,83.401,-1,-1,-1,-1
109,22,554.47,199.75,29.072,83.371,-1,-1,-1,-1
110,22,553.03,198.83,31.835,86.865,-1,-1,-1,-1
111,22,555.49,201.74,26.883,81.92,-1,-1,-1,-1
112,22,555.72,201.92,29.167,82.855,-1,-1,-1,-1
113,22,556.39,197.42,28.727,86.245,-1,-1,-1,-1
114,22,551.86,198.97,31.269,84.497,-1,-1,-1,-1
116,22,553.95,196.21,28.788,83.056,-1,-1,-1,-1
117,22,555.34,203.42,26.532,77.627,-1,-1,-1,-1
118,22,554.99,196.14,28.449,85.164,-1,-1,-1,-1
119,22,555.09,198.48,26.504,81.464,-1,-1,-1,-1
120,22,554.92,198.62,26.651,81.43,-1,-1,-1,-1
121,22,551.86,195.34,31.384,86.186,-1,-1,-1,-1
122,22,553.96,196.58,29.277,82.642,-1,-1,-1,-1
123,22,547.78,192.89,31.32,84.152,-1,-1,-1,-1
124,22,551.5,192.88,31.471,86.642,-1,-1,-1,-1
125,22,552.36,192.94,31.598,86.275,-1,-1,-1,-1
126,22,552.61,193.98,33.524,90.18,-1,-1,-1,-1
127,22,550.94,194.26,28.533,85.095,-1,-1,-1,-1
128,22,547.53,194.23,33.608,87.483,-1,-1,-1,-1
129,22,554.08,203.92,29.586,78.832,-1,-1,-1,-1
1,25,455.7,206.4,23.757,64.8,-1,-1,-1,-1
2,25,454.68,206.39,23.708,65.076,-1,-1,-1,-1
3,25,454.51,206.14,23.919,66.724,-1,-1,-1,-1
4,25,454.1,206.65,26.25,67.475,-1,-1,-1,-1
5,25,450.97,210.9,23.922,64.631,-1,-1,-1,-1
6,25,455.06,209.92,21.813,65.617,-1,-1,-1,-1
7,25,454.84,211.68,21.961,64.009,-1,-1,-1,-1
8,25,454.75,213.46,22.562,62.338,-1,-1,-1,-1
9,25,455.1,211.87,22.31,63.797,-1,-1,-1,-1
10,25,455.89,213.33,22.365,63.986,-1,-1,-1,-1
11,25,455.43,213.45,23.95,66.727,-1,-1,-1,-1
12,25,458.08,205.63,25.397,77.652,-1,-1,-1,-1
13,25,460.07,213.67,23.933,66.715,-1,-1,-1,-1
14,25,460.33,213.37,23.668,68.609,-1,-1,-1,-1
15,25,460.91,218.05,23.893,66.565,-1,-1,-1,-1
16,25,464.09,218.49,22.236,65.974,-1,-1,-1,-1
17,25,464.7,215.47,24.74,66.625,-1,-1,-1,-1
337,35,596.77,207.93,21.311,55.834,-1,-1,-1,-1
338,35,592.46,204.84,24.841,59.144,-1,-1,-1,-1
339,35,593.62,204.24,22.101,59.295,-1,-1,-1,-1
340,35,593.42,204.33,22.055,59.019,-1,-1,-1,-1
342,35,592.23,206.07,22.963,56.841,-1,-1,-1,-1
343,35,592.5,204.47,22.883,57.245,-1,-1,-1,-1
344,35,592.72,202.58,20.692,56.403,-1,-1,-1,-1
345,35,592.69,199.91,20.742,56.313,-1,-1,-1,-1
346,35,593.08,196.68,20.141,58.48,-1,-1,-1,-1
347,35,593.09,194.36,20.618,57.684,-1,-1,-1,-1
348,35,592.77,191.98,23.963,63.087,-1,-1,-1,-1
350,35,596.68,202.53,20.545,56.091,-1,-1,-1,-1
352,35,592.14,200.14,22.591,58.255,-1,-1,-1,-1
353,35,593.29,202.16,20.125,58.292,-1,-1,-1,-1
354,35,591.67,204.23,23.052,59.252,-1,-1,-1,-1
355,35,591.82,200.55,20.816,58.115,-1,-1,-1,-1
356,35,593.29,198.48,20.772,57.783,-1,-1,-1,-1
357,35,592.54,198.38,22.432,60.728,-1,-1,-1,-1
358,35,593.57,200.05,20.892,54.65,-1,-1,-1,-1
359,35,593.99,196.72,19.664,56.568,-1,-1,-1,-1
360,35,593.06,195.75,22.357,58.708,-1,-1,-1,-1
362,35,596.29,196.04,20.971,56.02,-1,-1,-1,-1
1,11,228.7,179.19,31.19,103.98,-1,-1,-1,-1
2,11,223.41,176.67,34.754,105.85,-1,-1,-1,-1
3,11,223.62,176.46,34.444,105.84,-1,-1,-1,-1
4,11,223.48,174.71,40.226,113.31,-1,-1,-1,-1
5,11,223.31,177.86,40.51,113.09,-1,-1,-1,-1
6,11,223.45,177.81,40.355,113.43,-1,-1,-1,-1
7,11,222.64,170.48,44.66,123.72,-1,-1,-1,-1
8,11,224.98,171.1,39.218,123.6,-1,-1,-1,-1
9,11,223.41,170.01,42.58,128.5,-1,-1,-1,-1
10,11,221.44,173.45,44.115,124,-1,-1,-1,-1
11,11,223.17,173.47,42.181,128.07,-1,-1,-1,-1
12,11,223.46,178.4,42.227,128.02,-1,-1,-1,-1
13,11,224.06,178.42,42.589,127.78,-1,-1,-1,-1
14,11,224.4,178.12,41.961,131.53,-1,-1,-1,-1
15,11,224.13,178,41.364,134.62,-1,-1,-1,-1
16,11,220.63,173.58,44.718,139.94,-1,-1,-1,-1
17,11,223.47,168.86,43.69,145.44,-1,-1,-1,-1
18,11,219.35,165.84,47.648,151.47,-1,-1,-1,-1
19,11,218.65,165.95,47.919,150.83,-1,-1,-1,-1
20,11,217.93,165.51,46.862,155.14,-1,-1,-1,-1
21,11,211.51,161.24,52.576,160.6,-1,-1,-1,-1
22,11,204.5,158.41,61.921,167.51,-1,-1,-1,-1
23,11,205.37,153,54.164,173.63,-1,-1,-1,-1
24,11,197.52,150.03,59.884,179.98,-1,-1,-1,-1
25,11,194.26,143.69,64.459,191.69,-1,-1,-1,-1
26,11,195.27,144.83,58.272,185.65,-1,-1,-1,-1
27,11,185.58,140.47,67.203,206.21,-1,-1,-1,-1
28,11,182.82,142.26,64.001,201.51,-1,-1,-1,-1
29,11,179.43,135.75,71.906,219.35,-1,-1,-1,-1
30,11,175.62,107.03,78.688,251.07,-1,-1,-1,-1
31,11,169.41,104.92,86.862,253.86,-1,-1,-1,-1
32,11,154.24,110.67,86.549,253.44,-1,-1,-1,-1
33,11,158.37,111.74,81.746,253.39,-1,-1,-1,-1
34,11,137.99,100.41,95.062,298.31,-1,-1,-1,-1
35,11,130.53,103.4,85.824,298,-1,-1,-1,-1
36,11,104.96,80.786,115.45,337.44,-1,-1,-1,-1
37,11,95.458,69.153,109.05,352.55,-1,-1,-1,-1
38,11,80.244,45.024,137.23,400.67,-1,-1,-1,-1
39,11,61.614,45.218,123.41,404.04,-1,-1,-1,-1
40,11,56.306,32.254,131.44,424.26,-1,-1,-1,-1
41,11,23.854,17.974,152.92,435.45,-1,-1,-1,-1
462,20,289.14,215.05,28.401,91.918,-1,-1,-1,-1
463,20,291.18,215.37,30.708,93.09,-1,-1,-1,-1
464,20,293.39,214.59,33.18,95.801,-1,-1,-1,-1
465,20,292.97,214.55,34.589,93.448,-1,-1,-1,-1
466,20,302.92,212.67,30.576,97.096,-1,-1,-1,-1
467,20,305.91,211.86,32.913,99.035,-1,-1,-1,-1
468,20,307.04,211.67,32.782,99.862,-1,-1,-1,-1
469,20,307.37,210.38,38.774,103.85,-1,-1,-1,-1
470,20,315.08,206.3,35.547,108.59,-1,-1,-1,-1
471,20,320.45,205.33,40.436,110.65,-1,-1,-1,-1
472,20,316.15,203.09,44.964,115.06,-1,-1,-1,-1
473,20,321.48,182.55,45.679,136.03,-1,-1,-1,-1
474,20,326.77,202.66,44.874,118.5,-1,-1,-1,-1
475,20,337.02,203.85,37.719,115.8,-1,-1,-1,-1
476,20,344.54,199.97,42.648,121.25,-1,-1,-1,-1
477,20,344.2,197.96,41.46,120.68,-1,-1,-1,-1
478,20,353.39,195.04,39.123,127.63,-1,-1,-1,-1
479,20,351.23,192.04,46.128,134.75,-1,-1,-1,-1
480,20,360.25,191.4,45.775,135.06,-1,-1,-1,-1
481,20,364.76,186.23,49.538,144.54,-1,-1,-1,-1
482,20,370.53,181.87,45.798,141.36,-1,-1,-1,-1
483,20,372.91,179.34,53.057,154.06,-1,-1,-1,-1
484,20,381.74,175.31,53.637,158.57,-1,-1,-1,-1
485,20,378.13,175.83,66.795,167.89,-1,-1,-1,-1
486,20,390,174.5,67.744,177.79,-1,-1,-1,-1
487,20,403.11,174.95,67.778,182.62,-1,-1,-1,-1
488,20,416.54,169.93,66.637,188.37,-1,-1,-1,-1
489,20,418.24,165.78,75.482,206.01,-1,-1,-1,-1
490,20,435.57,162.55,68.028,207.81,-1,-1,-1,-1
491,20,448.78,155.85,68.414,225.59,-1,-1,-1,-1
492,20,464.34,154.61,79.833,241.46,-1,-1,-1,-1
493,20,477.27,149.59,85.983,258.28,-1,-1,-1,-1
494,20,495.89,142.44,92.404,275.41,-1,-1,-1,-1
495,20,514.07,132.68,97.133,295.6,-1,-1,-1,-1
496,20,539.47,123.55,102.17,311.69,-1,-1,-1,-1
175,9,148.92,195.38,26.71,84.668,-1,-1,-1,-1
176,9,148.41,195.67,27.05,84.307,-1,-1,-1,-1
177,9,147.36,195.69,29.62,85.398,-1,-1,-1,-1
178,9,146.74,195.65,29.52,85.442,-1,-1,-1,-1
179,9,147.99,195.26,29.207,85.579,-1,-1,-1,-1
180,9,150.88,197.26,31.771,93.926,-1,-1,-1,-1
181,9,152.67,200.5,26.386,82.461,-1,-1,-1,-1
182,9,152.53,202.78,26.501,80.34,-1,-1,-1,-1
183,9,151.86,205.04,26.938,78.071,-1,-1,-1,-1
184,9,152.6,203.31,24.834,78.886,-1,-1,-1,-1
185,9,152.64,203.06,29.367,80.891,-1,-1,-1,-1
186,9,152,200.03,29.915,82.768,-1,-1,-1,-1
187,9,152.86,203.27,29.145,80.953,-1,-1,-1,-1
188,9,153.1,203.18,29.297,80.724,-1,-1,-1,-1
189,9,158.73,200.64,26.484,82.668,-1,-1,-1,-1
190,9,157.95,199.7,27.279,79.767,-1,-1,-1,-1
191,9,158.56,197.57,26.973,82.266,-1,-1,-1,-1
192,9,157.97,194.56,27.265,79.638,-1,-1,-1,-1
193,9,158.21,197.65,27.206,81.96,-1,-1,-1,-1
194,9,158.7,195.39,28.364,83.611,-1,-1,-1,-1
195,9,157.49,192.01,31.007,89.066,-1,-1,-1,-1
196,9,157.35,191.78,31.528,88.489,-1,-1,-1,-1
197,9,158.48,197.37,29.281,83.022,-1,-1,-1,-1
198,9,158.31,197.59,29.396,82.963,-1,-1,-1,-1
199,9,162.4,202.65,26.793,79.937,-1,-1,-1,-1
200,9,163.54,204.97,27.278,79.979,-1,-1,-1,-1
201,9,163.02,202.47,26.93,82.237,-1,-1,-1,-1
202,9,163.69,202.49,26.299,82.792,-1,-1,-1,-1
203,9,162.92,202.78,26.274,82.781,-1,-1,-1,-1
204,9,159.62,200.85,29.353,85.218,-1,-1,-1,-1
205,9,159.68,200.82,28.366,84.097,-1,-1,-1,-1
206,9,159.68,200.86,28.23,84.033,-1,-1,-1,-1
207,9,163.3,202.76,26.935,79.901,-1,-1,-1,-1
208,9,163.42,202.57,26.778,82.042,-1,-1,-1,-1
209,9,163.58,200.99,28.393,83.509,-1,-1,-1,-1
210,9,163.53,199.64,29.355,82.711,-1,-1,-1,-1
211,9,163.86,197.58,29.551,82.676,-1,-1,-1,-1
212,9,163.71,197.61,28.919,82.819,-1,-1,-1,-1
213,9,164.31,199.23,26.609,81.765,-1,-1,-1,-1
214,9,164.27,197.32,26.656,81.917,-1,-1,-1,-1
215,9,164.5,197.61,29.621,83.025,-1,-1,-1,-1
216,9,164.46,197.28,28.799,85.024,-1,-1,-1,-1
217,9,164.64,197.69,29.686,82.936,-1,-1,-1,-1
218,9,165.22,199.35,26.751,81.729,-1,-1,-1,-1
219,9,168.02,197.41,26.378,84.422,-1,-1,-1,-1
220,9,164.62,197.44,29.576,84.969,-1,-1,-1,-1
221,9,164.62,197.44,29.576,84.969,-1,-1,-1,-1
222,9,163.08,198.57,33.807,86.688,-1,-1,-1,-1
223,9,169.06,197.54,26.382,84.208,-1,-1,-1,-1
224,9,168.69,197.75,26.174,82.417,-1,-1,-1,-1
225,9,168.28,197.36,29.478,85.024,-1,-1,-1,-1
226,9,168.98,195.24,28.843,85.132,-1,-1,-1,-1
227,9,169.67,195.01,28.465,87.648,-1,-1,-1,-1
228,9,169,194.18,31.467,88.324,-1,-1,-1,-1
229,9,170.66,197.42,28.801,84.814,-1,-1,-1,-1
230,9,174.97,197.2,26.378,83.872,-1,-1,-1,-1
231,9,175.79,197.61,29.441,82.806,-1,-1,-1,-1
232,9,179.94,197.42,26.226,84.382,-1,-1,-1,-1
233,9,181.46,194.96,27.883,87.977,-1,-1,-1,-1
234,9,181.22,195.13,28.473,87.847,-1,-1,-1,-1
235,9,181.98,194.99,28.229,87.755,-1,-1,-1,-1
236,9,178.4,193.86,30.187,91.425,-1,-1,-1,-1
173,21,136.53,182.15,44.381,127.38,-1,-1,-1,-1
174,21,131.04,182.71,40.122,119.57,-1,-1,-1,-1
175,21,119.47,182.92,40.993,118.94,-1,-1,-1,-1
176,21,114.29,181.75,39.666,122.94,-1,-1,-1,-1
177,21,111.34,178.51,43.103,128.09,-1,-1,-1,-1
178,21,111.87,178.33,43.357,129.86,-1,-1,-1,-1
179,21,107.23,176.65,49.73,139.79,-1,-1,-1,-1
180,21,102.73,174.74,54.861,173.96,-1,-1,-1,-1
181,21,94.822,165.13,72.509,188.88,-1,-1,-1,-1
182,21,92.684,164.72,72.462,193.83,-1,-1,-1,-1
183,21,91.52,164.82,72.374,193.73,-1,-1,-1,-1
184,21,95.127,168.89,68.904,194.16,-1,-1,-1,-1
185,21,73.921,162,77.62,207.49,-1,-1,-1,-1
186,21,72.185,155.71,76.591,213.14,-1,-1,-1,-1
187,21,70.668,155.88,74.997,214.54,-1,-1,-1,-1
188,21,69.455,163.15,62.702,169.28,-1,-1,-1,-1
189,21,67.779,163.13,62.914,169.36,-1,-1,-1,-1
190,21,64.398,164.68,56.516,168.6,-1,-1,-1,-1
191,21,56.035,158.19,56.958,172.89,-1,-1,-1,-1
192,21,46.895,157.55,62.138,177.02,-1,-1,-1,-1
193,21,45.839,156.58,61.197,183.75,-1,-1,-1,-1
194,21,38.217,145.72,70.676,201.41,-1,-1,-1,-1
195,21,27.397,145.83,70.711,200.68,-1,-1,-1,-1
196,21,23.576,139.5,70.093,213.67,-1,-1,-1,-1
197,21,13.536,138.52,68.694,213.83,-1,-1,-1,-1
198,21,1.4291,135.38,74.187,221.98,-1,-1,-1,-1
199,21,-0.25248,141.94,68.13,220.17,-1,-1,-1,-1
37,36,198.36,197.83,28.243,83.375,-1,-1,-1,-1
40,36,195.7,195.65,25.828,84.508,-1,-1,-1,-1
41,36,194.56,191.48,29.411,92.569,-1,-1,-1,-1
42,36,193.93,192.76,26.363,91.565,-1,-1,-1,-1
43,36,188.69,189.6,29.507,93.502,-1,-1,-1,-1
44,36,186.22,189.31,31.128,93.422,-1,-1,-1,-1
45,36,181.05,187.41,31.764,96.33,-1,-1,-1,-1
46,36,179.9,186.16,33.068,98.008,-1,-1,-1,-1
47,36,179.73,186.76,33.6,97.21,-1,-1,-1,-1
48,36,175.17,185.66,32.511,100.73,-1,-1,-1,-1
49,36,176.44,183.37,31.24,103.04,-1,-1,-1,-1
50,36,173.55,178.87,33.93,107.18,-1,-1,-1,-1
51,36,163.26,173.43,43.093,120.14,-1,-1,-1,-1
52,36,166.42,177.15,36.358,114.81,-1,-1,-1,-1
53,36,163.75,173.67,43.091,122.32,-1,-1,-1,-1
54,36,164.48,177.08,36.498,116.7,-1,-1,-1,-1
55,36,148.76,175.71,49.27,149.68,-1,-1,-1,-1
56,36,149.25,158.76,44.828,137.45,-1,-1,-1,-1
57,36,155.01,173,41.523,127.21,-1,-1,-1,-1
